"","V2","V258","V81","V82","V83"
"61921",643,0.52822,2,2,2
"61922",643,0.52822,1,2,2
"61923",643,1.18432,2,2,1
"61924",643,1.33357,1,2,2
"61925",643,0.52822,1,2,2
"61926",643,0.55746,1,2,2
"61927",643,0.94907,2,1,1
"61928",643,1.51831,2,2,2
"61929",643,1.51464,2,2,2
"61930",643,1.01297,1,2,2
"61931",643,1.51831,1,2,2
"61932",643,1.51464,1,2,2
"61933",643,0.70962,1,2,2
"61934",643,1.24324,2,2,2
"61935",643,0.93517,1,2,2
"61936",643,0.70549,1,2,2
"61937",643,1.01297,1,2,2
"61938",643,1.01297,2,2,2
"61939",643,1.01297,1,2,2
"61940",643,1.01297,-1,2,2
"61941",643,0.70549,1,2,2
"61942",643,1.24324,2,2,2
"61943",643,0.70962,1,2,2
"61944",643,0.70962,2,2,2
"61945",643,0.70549,1,2,2
"61946",643,0.94907,1,2,2
"61947",643,0.70962,2,2,2
"61948",643,1.51464,1,1,2
"61949",643,0.94907,2,2,2
"61950",643,0.70549,2,2,2
"61951",643,1.01297,2,2,2
"61952",643,0.70549,2,2,2
"61953",643,0.70962,2,2,2
"61954",643,0.70549,2,2,2
"61955",643,0.94907,2,2,2
"61956",643,0.70549,2,2,2
"61957",643,1.24324,1,2,2
"61958",643,1.51464,2,2,2
"61959",643,0.70962,2,2,2
"61960",643,0.70549,2,2,2
"61961",643,1.51464,2,2,2
"61962",643,0.94907,1,2,2
"61963",643,0.70549,2,2,2
"61964",643,1.51831,1,2,1
"61965",643,1.01297,2,2,2
"61966",643,0.70962,2,2,2
"61967",643,0.70549,2,2,2
"61968",643,0.94907,2,2,2
"61969",643,0.94907,2,2,2
"61970",643,0.93517,2,2,2
"61971",643,1.51831,2,2,2
"61972",643,1.51464,2,2,2
"61973",643,0.70962,2,2,2
"61974",643,1.51464,1,2,2
"61975",643,0.70549,1,2,2
"61976",643,0.70962,2,2,2
"61977",643,1.51464,1,2,2
"61978",643,0.70549,1,2,2
"61979",643,0.70962,1,2,2
"61980",643,0.93517,2,2,2
"61981",643,1.24324,1,2,2
"61982",643,1.01297,2,2,2
"61983",643,0.70962,2,2,2
"61984",643,1.51464,1,2,2
"61985",643,1.51831,1,2,2
"61986",643,0.94907,1,2,2
"61987",643,1.01297,1,2,2
"61988",643,0.94907,1,2,2
"61989",643,0.93517,2,2,2
"61990",643,1.51464,1,2,2
"61991",643,1.51831,1,2,-5
"61992",643,0.70962,1,2,2
"61993",643,0.70549,1,2,2
"61994",643,0.93517,1,2,2
"61995",643,0.70962,1,2,2
"61996",643,1.24324,1,2,2
"61997",643,0.70549,3,2,2
"61998",643,0.94907,1,2,2
"61999",643,0.70549,1,2,2
"62000",643,0.70549,1,2,2
"62001",643,0.94907,1,2,2
"62002",643,1.51464,3,2,2
"62003",643,1.51831,1,2,2
"62004",643,0.94907,1,2,2
"62005",643,0.70549,3,2,2
"62006",643,0.94907,1,2,2
"62007",643,0.94907,1,2,2
"62008",643,0.70549,3,2,2
"62009",643,1.24324,2,2,2
"62010",643,0.70962,3,2,2
"62011",643,0.70549,1,2,2
"62012",643,1.51464,3,2,2
"62013",643,0.70549,1,2,2
"62014",643,1.51464,1,2,2
"62015",643,1.01297,1,2,2
"62016",643,1.24324,2,2,2
"62017",643,0.70549,1,2,2
"62018",643,1.01297,1,2,2
"62019",643,0.70549,1,2,2
"62020",643,0.94907,1,2,2
"62021",643,1.01297,2,2,2
"62022",643,0.70962,1,2,2
"62023",643,1.51464,1,2,2
"62024",643,1.51464,1,2,2
"62025",643,0.70549,2,2,2
"62026",643,0.94907,1,2,2
"62027",643,1.51831,1,2,2
"62028",643,0.70549,1,2,2
"62029",643,0.94907,-1,2,2
"62030",643,0.70549,1,2,2
"62031",643,1.51831,2,2,2
"62032",643,1.51831,1,2,2
"62033",643,1.51831,1,2,2
"62034",643,0.70549,2,2,2
"62035",643,1.51464,1,2,2
"62036",643,1.01297,1,1,2
"62037",643,0.94907,-2,2,2
"62038",643,0.70962,1,2,2
"62039",643,1.01297,-1,2,2
"62040",643,0.70962,1,2,2
"62041",643,0.94907,2,2,2
"62042",643,0.70549,2,2,2
"62043",643,0.70549,1,2,2
"62044",643,0.70962,2,2,2
"62045",643,0.93517,1,2,2
"62046",643,0.93517,1,2,2
"62047",643,1.01297,1,2,2
"62048",643,0.94907,1,2,2
"62049",643,1.51464,1,2,2
"62050",643,0.94907,1,2,2
"62051",643,1.51831,2,2,2
"62052",643,0.70549,2,2,2
"62053",643,0.94907,1,2,2
"62054",643,0.94907,-1,2,2
"62055",643,0.70962,1,2,2
"62056",643,1.51464,1,2,2
"62057",643,1.01297,2,2,2
"62058",643,1.01297,2,2,2
"62059",643,0.70962,2,2,2
"62060",643,1.01297,2,2,2
"62061",643,1.51464,2,2,2
"62062",643,0.94907,2,2,2
"62063",643,0.94907,1,2,2
"62064",643,0.70962,2,2,2
"62065",643,0.93517,1,2,2
"62066",643,1.51464,1,2,2
"62067",643,0.70962,2,2,2
"62068",643,0.70549,1,2,2
"62069",643,1.24324,2,2,2
"62070",643,0.70549,2,2,2
"62071",643,0.70549,2,2,2
"62072",643,1.51831,1,2,2
"62073",643,0.94907,1,2,2
"62074",643,0.70549,2,2,2
"62075",643,1.01297,1,2,2
"62076",643,1.24324,1,2,2
"62077",643,1.24324,2,2,2
"62078",643,1.01297,-1,2,2
"62079",643,0.94907,1,2,2
"62080",643,0.94907,2,2,2
"62081",643,0.70549,2,2,2
"62082",643,0.70549,-1,2,2
"62083",643,0.70962,3,2,2
"62084",643,1.01297,1,2,2
"62085",643,1.51831,2,2,2
"62086",643,1.51464,2,2,2
"62087",643,0.70962,1,2,2
"62088",643,0.93517,-1,2,2
"62089",643,0.94907,3,2,2
"62090",643,1.01297,1,2,2
"62091",643,0.70549,1,2,2
"62092",643,1.51464,2,2,2
"62093",643,0.94907,1,2,2
"62094",643,0.94907,2,2,2
"62095",643,1.51464,-1,2,2
"62096",643,0.70549,2,2,2
"62097",643,1.01297,2,2,2
"62098",643,0.94907,2,-5,-5
"62099",643,0.70549,1,2,2
"62100",643,1.51464,2,-5,-5
"62101",643,0.70962,2,2,2
"62102",643,0.94907,2,2,2
"62103",643,0.93517,1,2,2
"62104",643,0.94907,2,2,2
"62105",643,1.01297,1,2,2
"62106",643,0.94907,2,2,2
"62107",643,0.70549,2,2,2
"62108",643,0.70549,2,2,2
"62109",643,0.70549,2,2,2
"62110",643,1.24324,-1,2,2
"62111",643,0.70549,1,2,2
"62112",643,1.01297,2,2,2
"62113",643,0.70962,1,2,2
"62114",643,0.70962,1,2,2
"62115",643,0.70549,1,2,2
"62116",643,1.51831,1,2,2
"62117",643,0.70962,1,2,2
"62118",643,0.70549,3,2,2
"62119",643,0.70549,1,2,2
"62120",643,1.01297,2,2,2
"62121",643,1.01297,1,2,2
"62122",643,0.70962,2,2,2
"62123",643,1.51464,1,2,2
"62124",643,0.94907,2,2,2
"62125",643,0.70549,1,2,2
"62126",643,1.01297,1,2,2
"62127",643,0.94907,2,2,2
"62128",643,1.24324,1,2,2
"62129",643,1.24324,2,2,2
"62130",643,0.70549,2,2,2
"62131",643,1.24324,2,2,2
"62132",643,1.24324,1,2,2
"62133",643,1.51464,1,2,2
"62134",643,1.51464,1,2,2
"62135",643,0.70549,2,2,2
"62136",643,0.94907,2,2,2
"62137",643,0.70962,2,2,2
"62138",643,0.94239,3,2,1
"62139",643,1.15319,2,2,2
"62140",643,0.75759,3,2,2
"62141",643,0.85859,2,2,2
"62142",643,0.94239,2,1,2
"62143",643,0.75759,2,2,1
"62144",643,0.94239,2,2,2
"62145",643,0.94858,2,2,2
"62146",643,0.85859,2,2,2
"62147",643,0.75408,2,2,2
"62148",643,0.75408,2,2,2
"62149",643,0.85859,1,2,2
"62150",643,0.85859,1,2,2
"62151",643,0.75408,2,2,2
"62152",643,0.75408,2,2,2
"62153",643,0.75759,2,2,2
"62154",643,0.94239,2,2,2
"62155",643,0.75759,2,2,2
"62156",643,0.94239,2,2,2
"62157",643,1.15319,2,2,2
"62158",643,0.75759,3,1,2
"62159",643,0.86056,2,2,2
"62160",643,0.88094,1,2,2
"62161",643,0.88094,1,2,2
"62162",643,0.86056,1,2,2
"62163",643,1.07656,1,2,2
"62164",643,0.88094,1,2,2
"62165",643,1.24264,1,2,2
"62166",643,1.24774,1,2,2
"62167",643,1.24774,1,2,2
"62168",643,0.95874,2,2,2
"62169",643,0.86871,1,2,2
"62170",643,1.24774,2,2,2
"62171",643,1.08472,1,2,2
"62172",643,0.86871,1,2,2
"62173",643,1.07656,1,2,2
"62174",643,0.87026,2,2,2
"62175",643,1.10938,3,2,2
"62176",643,0.88281,1,2,2
"62177",643,0.87026,3,2,2
"62178",643,0.87026,1,2,2
"62179",643,1.10938,2,2,2
"62180",643,0.88281,1,2,2
"62181",643,0.87026,1,2,2
"62182",643,0.88281,1,2,2
"62183",643,1.11719,2,2,2
"62184",643,1.02068,1,2,2
"62185",643,1.07457,2,2,1
"62186",643,1.02068,2,2,2
"62187",643,1.07457,1,2,2
"62188",643,1.02068,1,2,2
"62189",643,1.11719,2,2,2
"62190",643,1.11719,1,2,2
"62191",643,1.10938,2,2,2
"62192",643,1.02068,2,2,2
"62193",643,0.73126,2,2,2
"62194",643,1.34815,2,2,2
"62195",643,1.07712,2,2,2
"62196",643,0.74314,-1,2,2
"62197",643,0.74314,1,2,2
"62198",643,0.74314,1,2,2
"62199",643,0.82228,-1,2,2
"62200",643,0.73126,-1,2,2
"62201",643,1.39638,-1,2,2
"62202",643,0.82228,1,2,2
"62203",643,0.74314,1,2,2
"62204",643,0.82228,-1,2,2
"62205",643,0.73126,-1,2,2
"62206",643,0.74314,2,2,2
"62207",643,1.39638,-1,2,2
"62208",643,1.07712,1,2,2
"62209",643,0.73126,-1,2,2
"62210",643,0.73126,2,2,2
"62211",643,1.21944,-1,2,2
"62212",643,1.39638,2,2,2
"62213",643,1.07712,1,2,2
"62214",643,1.39638,1,2,2
"62215",643,1.21944,2,2,2
"62216",643,1.39638,1,1,1
"62217",643,0.74314,1,2,2
"62218",643,1.21944,1,2,2
"62219",643,1.34815,1,2,2
"62220",643,0.74314,1,2,2
"62221",643,0.74314,1,2,2
"62222",643,1.34815,1,2,2
"62223",643,0.74314,1,2,2
"62224",643,1.07712,1,2,2
"62225",643,0.73126,2,2,2
"62226",643,1.34815,1,2,2
"62227",643,0.46942,1,2,2
"62228",643,2.04287,1,2,2
"62229",643,2.04287,1,2,2
"62230",643,0.88946,2,2,2
"62231",643,0.4727,1,2,2
"62232",643,0.4727,1,2,2
"62233",643,1.58878,1,2,2
"62234",643,1.54155,1,2,2
"62235",643,0.46942,1,2,2
"62236",643,0.4727,1,2,2
"62237",643,0.4727,1,2,2
"62238",643,0.46942,1,2,2
"62239",643,1.58878,1,2,2
"62240",643,0.46942,1,2,2
"62241",643,1.61905,1,2,2
"62242",643,2.1177,1,2,2
"62243",643,0.64331,2,1,2
"62244",643,1.00312,2,2,2
"62245",643,1.65516,2,1,2
"62246",643,1.65516,3,2,2
"62247",643,2.1177,2,2,2
"62248",643,0.64576,1,2,2
"62249",643,0.71815,2,2,2
"62250",643,0.64576,1,2,2
"62251",643,1.00312,1,2,2
"62252",643,2.06894,2,2,1
"62253",643,0.64331,1,2,2
"62254",643,0.64331,2,2,2
"62255",643,0.89341,2,2,2
"62256",643,0.64331,1,2,2
"62257",643,2.1177,1,2,2
"62258",643,0.80596,2,2,2
"62259",643,0.78682,1,2,2
"62260",643,1.33388,1,2,2
"62261",643,0.78682,1,2,2
"62262",643,1.33388,2,2,2
"62263",643,0.90023,2,2,2
"62264",643,0.80596,1,2,2
"62265",643,0.80596,2,2,2
"62266",643,0.78682,2,2,2
"62267",643,0.80596,1,2,2
"62268",643,0.7824,1,2,2
"62269",643,0.78682,-1,2,2
"62270",643,0.80596,-1,2,2
"62271",643,0.80596,-5,2,2
"62272",643,0.80596,-1,2,2
"62273",643,1.10938,-1,2,2
"62274",643,1.10938,2,2,2
"62275",643,1.10938,1,2,2
"62276",643,1.07457,1,2,2
"62277",643,1.10938,1,2,2
"62278",643,1.11719,-1,2,2
"62279",643,1.11719,1,2,2
"62280",643,0.87026,-1,2,2
"62281",643,1.07457,1,2,2
"62282",643,1.07457,-1,2,2
"62283",643,0.87026,1,2,2
"62284",643,0.87026,1,2,2
"62285",643,0.87026,1,2,2
"62286",643,1.07457,-1,2,2
"62287",643,0.88281,1,2,2
"62288",643,1.02068,1,2,2
"62289",643,0.95739,1,2,2
"62290",643,1.02068,3,2,2
"62291",643,0.87026,1,2,2
"62292",643,1.33519,2,2,2
"62293",643,0.94239,2,2,2
"62294",643,1.15319,2,2,2
"62295",643,1.33519,2,2,2
"62296",643,0.75408,2,2,2
"62297",643,0.94858,2,2,2
"62298",643,1.2946,2,2,2
"62299",643,1.2946,2,2,2
"62300",643,0.94858,2,2,2
"62301",643,0.94239,2,2,2
"62302",643,1.15319,2,2,2
"62303",643,1.33519,2,2,2
"62304",643,0.85859,3,2,2
"62305",643,1.33519,2,2,2
"62306",643,0.85859,2,2,2
"62307",643,1.15319,2,2,2
"62308",643,0.94239,2,2,2
"62309",643,0.94858,2,2,2
"62310",643,0.85859,2,2,2
"62311",643,1.15319,2,2,2
"62312",643,0.94858,1,2,2
"62313",643,0.85859,2,2,2
"62314",643,0.94239,2,2,2
"62315",643,0.85859,2,2,2
"62316",643,1.15319,1,2,2
"62317",643,1.15319,1,2,2
"62318",643,0.85859,2,2,2
"62319",643,1.15319,1,2,2
"62320",643,1.2946,2,2,1
"62321",643,0.85859,2,2,2
"62322",643,1.33519,1,2,2
"62323",643,0.94239,2,2,2
"62324",643,0.75408,1,2,2
"62325",643,1.33519,1,2,1
"62326",643,1.33519,2,2,2
"62327",643,0.75408,2,1,2
"62328",643,1.15319,1,2,1
"62329",643,0.94239,1,2,2
"62330",643,0.75408,1,2,2
"62331",643,0.94239,1,2,2
"62332",643,0.70788,1,2,2
"62333",643,1.2375,1,2,2
"62334",643,0.70788,1,2,2
"62335",643,0.70788,1,2,2
"62336",643,1.03563,1,2,2
"62337",643,0.70788,1,2,2
"62338",643,0.70788,1,2,2
"62339",643,1.49875,1,2,2
"62340",643,0.70788,2,2,2
"62341",643,0.71345,1,2,2
"62342",643,0.70788,1,2,2
"62343",643,1.17812,1,2,2
"62344",643,0.71345,2,2,2
"62345",643,0.71345,1,2,2
"62346",643,1.17812,1,2,2
"62347",643,0.71345,1,2,2
"62348",643,0.71345,1,2,2
"62349",643,1.17812,1,2,2
"62350",643,1.17812,1,2,2
"62351",643,0.88094,2,2,2
"62352",643,0.95874,1,2,2
"62353",643,0.86871,1,2,2
"62354",643,0.86056,2,2,2
"62355",643,1.24774,1,2,2
"62356",643,0.88094,2,2,2
"62357",643,1.24264,1,2,2
"62358",643,1.24264,1,2,2
"62359",643,0.95874,-1,2,2
"62360",643,0.88094,2,2,2
"62361",643,0.88094,1,2,2
"62362",643,0.88094,2,2,2
"62363",643,0.95874,1,2,2
"62364",643,0.86056,2,2,2
"62365",643,0.86871,2,2,2
"62366",643,0.95874,2,2,2
"62367",643,1.02068,1,2,2
"62368",643,1.11719,2,2,2
"62369",643,0.87026,1,2,2
"62370",643,1.10938,2,2,2
"62371",643,1.07457,2,2,2
"62372",643,1.02068,1,2,2
"62373",643,0.95739,1,2,2
"62374",643,0.88281,1,2,2
"62375",643,0.88281,1,2,2
"62376",643,1.10938,1,2,2
"62377",643,1.11719,1,2,2
"62378",643,0.87026,1,2,2
"62379",643,0.88281,1,2,2
"62380",643,1.10938,2,2,2
"62381",643,1.11719,1,2,2
"62382",643,1.10938,1,2,2
"62383",643,0.95739,1,2,2
"62384",643,1.10938,1,2,2
"62385",643,1.02068,1,2,2
"62386",643,1.21944,2,2,2
"62387",643,1.21944,2,2,2
"62388",643,1.39871,2,2,2
"62389",643,1.39638,1,2,2
"62390",643,1.39638,2,2,2
"62391",643,0.73126,2,2,2
"62392",643,0.73126,2,2,2
"62393",643,1.07712,2,2,2
"62394",643,0.74314,1,2,2
"62395",643,0.82228,1,2,2
"62396",643,0.74314,1,2,2
"62397",643,1.21944,2,2,2
"62398",643,1.34815,1,2,2
"62399",643,1.07712,1,2,2
"62400",643,0.74314,1,2,2
"62401",643,1.39871,1,2,2
"62402",643,0.73126,2,2,2
"62403",643,0.73126,2,2,2
"62404",643,0.74314,-1,2,2
"62405",643,0.82228,2,2,2
"62406",643,1.39638,2,2,2
"62407",643,1.34815,2,2,2
"62408",643,0.74314,1,2,2
"62409",643,1.07712,2,2,2
"62410",643,0.64331,2,2,2
"62411",643,0.64576,2,2,2
"62412",643,2.1177,2,2,2
"62413",643,0.64331,1,2,2
"62414",643,0.64576,2,2,2
"62415",643,0.64576,2,2,2
"62416",643,2.1177,2,2,2
"62417",643,1.00312,-1,2,2
"62418",643,0.71815,2,2,2
"62419",643,1.00312,2,2,2
"62420",643,0.64331,2,2,2
"62421",643,0.64331,2,2,2
"62422",643,0.64331,2,2,2
"62423",643,0.64331,1,2,2
"62424",643,0.64331,2,2,2
"62425",643,2.1177,2,1,2
"62426",643,0.90023,2,2,2
"62427",643,0.7824,2,2,2
"62428",643,0.78682,2,2,2
"62429",643,0.80596,2,2,2
"62430",643,0.78682,2,2,2
"62431",643,1.34802,2,2,2
"62432",643,0.7824,2,2,2
"62433",643,0.90023,2,2,2
"62434",643,0.80596,2,2,2
"62435",643,0.78682,2,2,2
"62436",643,1.35445,2,2,2
"62437",643,1.32445,2,2,2
"62438",643,0.7824,2,2,2
"62439",643,0.80596,2,2,2
"62440",643,0.90023,2,2,2
"62441",643,0.72985,1,2,2
"62442",643,1.63894,1,2,2
"62443",643,0.80268,1,2,2
"62444",643,1.80035,2,2,2
"62445",643,0.72985,3,2,2
"62446",643,0.71165,1,2,2
"62447",643,0.72985,1,2,2
"62448",643,0.87102,1,2,2
"62449",643,1.80035,3,2,2
"62450",643,2.33561,1,2,2
"62451",643,0.87102,2,2,2
"62452",643,0.80268,1,2,2
"62453",643,0.71165,1,2,2
"62454",643,0.71165,1,2,2
"62455",643,0.75,1,2,2
"62456",643,0.75651,1,2,2
"62457",643,0.74935,1,2,2
"62458",643,1.48125,1,2,2
"62459",643,1.48125,1,2,2
"62460",643,1.63379,1,2,2
"62461",643,0.75078,1,2,2
"62462",643,0.75078,1,2,2
"62463",643,2.37499,1,2,2
"62464",643,0.74935,1,2,2
"62465",643,0.94238,1,2,2
"62466",643,0.9361,3,2,2
"62467",643,1.04334,3,2,2
"62468",643,0.9361,-1,2,2
"62469",643,0.9361,-5,2,2
"62470",643,1.04334,2,2,2
"62471",643,0.9361,2,2,2
"62472",643,1.04334,1,2,2
"62473",643,0.9361,1,2,2
"62474",643,0.9361,-1,2,2
"62475",643,0.94238,1,2,2
"62476",643,0.94238,-1,2,2
"62477",643,1.26161,1,2,2
"62478",643,0.99689,2,2,2
"62479",643,0.99689,3,2,2
"62480",643,0.99689,1,2,2
"62481",643,0.97674,1,2,2
"62482",643,1.06543,1,2,2
"62483",643,1.45801,1,2,2
"62484",643,1.06543,1,2,2
"62485",643,0.97674,1,2,2
"62486",643,1.05542,1,2,2
"62487",643,1.06543,-1,2,2
"62488",643,1.05542,2,2,2
"62489",643,1.06543,2,2,2
"62490",643,1.45801,1,2,2
"62491",643,0.84128,2,2,2
"62492",643,0.84128,2,2,2
"62493",643,0.84572,2,2,2
"62494",643,1.06543,2,2,2
"62495",643,0.97674,1,2,2
"62496",643,0.97674,2,2,2
"62497",643,1.0157,2,2,2
"62498",643,0.9361,-1,2,2
"62499",643,0.9361,2,2,2
"62500",643,0.9361,1,2,2
"62501",643,0.95328,1,2,2
"62502",643,0.9361,2,2,2
"62503",643,1.26161,2,2,2
"62504",643,1.04334,1,2,2
"62505",643,0.99689,2,2,2
"62506",643,0.95328,1,2,2
"62507",643,1.04334,1,2,2
"62508",643,1.04334,2,2,2
"62509",643,0.95328,1,2,2
"62510",643,0.94783,2,2,2
"62511",643,0.95328,2,2,2
"62512",643,0.99689,1,2,-5
"62513",643,1.04334,2,2,2
"62514",643,0.92734,-1,2,2
"62515",643,0.79057,1,2,2
"62516",643,0.68184,1,2,2
"62517",643,0.68024,2,2,2
"62518",643,0.79057,-1,2,2
"62519",643,0.79057,2,2,2
"62520",643,1.77508,1,2,2
"62521",643,0.92734,1,2,2
"62522",643,0.92734,1,2,2
"62523",643,0.79057,-1,2,2
"62524",643,1.04778,2,2,2
"62525",643,0.75779,3,2,2
"62526",643,1.50125,1,2,2
"62527",643,0.75379,1,2,2
"62528",643,1.04143,1,2,2
"62529",643,1.04143,-1,2,2
"62530",643,0.75379,2,2,2
"62531",643,1.51418,1,2,2
"62532",643,1.04143,1,2,2
"62533",643,1.04143,2,2,2
"62534",643,1.46569,-1,2,2
"62535",643,0.75779,2,2,2
"62536",643,0.88385,1,2,2
"62537",643,0.75379,1,2,2
"62538",643,1.46569,1,2,2
"62539",643,0.88385,1,2,2
"62540",643,0.95582,3,2,2
"62541",643,1.05399,3,2,2
"62542",643,0.68184,-1,2,2
"62543",643,1.05399,3,2,2
"62544",643,0.92734,3,2,2
"62545",643,1.05399,3,2,2
"62546",643,0.68184,3,2,2
"62547",643,0.68024,3,2,2
"62548",643,1.05399,2,2,2
"62549",643,0.68184,-1,2,2
"62550",643,1.0096,1,2,2
"62551",643,1.0096,2,2,2
"62552",643,2.59877,1,2,2
"62553",643,0.75924,2,2,2
"62554",643,0.76103,1,2,2
"62555",643,0.94173,1,2,2
"62556",643,1.0096,2,2,2
"62557",643,0.75924,2,2,2
"62558",643,0.97502,2,2,2
"62559",643,1.0096,2,2,2
"62560",643,2.59877,1,2,2
"62561",643,1.00214,1,2,2
"62562",643,0.97502,2,2,2
"62563",643,0.76103,1,2,2
"62564",643,0.76103,2,2,2
"62565",643,1.00214,1,2,2
"62566",643,0.75924,1,2,2
"62567",643,0.97502,1,2,2
"62568",643,0.76103,3,2,2
"62569",643,0.76103,-1,2,2
"62570",643,0.97502,-1,2,2
"62571",643,1.00214,-1,2,2
"62572",643,1.00214,3,2,2
"62573",643,1.00214,3,2,2
"62574",643,0.97502,-1,2,2
"62575",643,0.75924,3,2,2
"62576",643,0.76103,3,2,2
"62577",643,2.59877,-1,2,2
"62578",643,1.0096,3,2,2
"62579",643,0.97502,-1,2,2
"62580",643,0.94173,-1,2,2
"62581",643,0.75924,3,2,2
"62582",643,0.76103,-1,2,2
"62583",643,0.76103,-1,2,2
"62584",643,0.97502,3,2,2
"62585",643,0.76103,-1,2,2
"62586",643,1.89731,1,2,2
"62587",643,0.55113,1,2,2
"62588",643,1.89731,1,2,2
"62589",643,0.55113,1,2,2
"62590",643,0.55113,1,2,2
"62591",643,1.89731,1,1,2
"62592",643,5.66982,2,2,2
"62593",643,0.99293,2,2,2
"62594",643,0.46168,1,2,2
"62595",643,0.46168,1,2,2
"62596",643,0.41753,2,2,2
"62597",643,1.70129,1,2,2
"62598",643,0.41753,-1,2,2
"62599",643,1.87444,2,2,2
"62600",643,2.49542,2,2,2
"62601",643,0.47724,1,2,2
"62602",643,0.41753,3,2,2
"62603",643,0.41753,2,2,2
"62604",643,0.47724,2,2,2
"62605",643,0.41753,1,2,2
"62606",643,0.47724,3,2,2
"62607",643,0.41753,3,2,2
"62608",643,1.85055,2,2,2
"62609",643,1.70129,1,2,2
"62610",643,0.46274,2,2,2
"62611",643,0.4559,1,2,2
"62612",643,2.01449,2,2,2
"62613",643,0.4559,1,2,2
"62614",643,0.46274,2,2,2
"62615",643,0.46274,3,2,2
"62616",643,0.4559,3,2,2
"62617",643,0.4559,3,2,2
"62618",643,1.46079,2,2,2
"62619",643,0.4559,2,2,2
"62620",643,1.66587,2,2,2
"62621",643,1.5018,2,2,2
"62622",643,1.46079,1,2,2
"62623",643,0.80596,-2,2,2
"62624",643,1.35445,1,1,2
"62625",643,1.35445,1,2,2
"62626",643,0.80596,1,2,2
"62627",643,0.7824,1,2,2
"62628",643,1.33388,1,1,2
"62629",643,0.80596,1,1,1
"62630",643,1.33388,1,1,2
"62631",643,0.7824,1,2,2
"62632",643,1.35445,1,2,2
"62633",643,0.80596,1,2,2
"62634",643,0.90023,1,2,2
"62635",643,0.90023,1,2,2
"62636",643,0.90023,1,2,2
"62637",643,0.7824,1,2,2
"62638",643,0.74314,-1,2,2
"62639",643,0.73126,1,2,2
"62640",643,1.21944,1,2,2
"62641",643,1.39871,1,1,2
"62642",643,0.73126,1,2,1
"62643",643,0.74314,1,2,2
"62644",643,0.73126,1,1,2
"62645",643,0.74314,1,2,2
"62646",643,1.39871,1,2,2
"62647",643,0.73126,1,2,2
"62648",643,1.07712,1,2,2
"62649",643,1.07712,1,2,2
"62650",643,0.82228,1,2,2
"62651",643,1.07712,3,2,2
"62652",643,1.07712,1,2,2
"62653",643,0.82228,1,2,2
"62654",643,0.82228,2,2,2
"62655",643,2.1177,2,2,2
"62656",643,2.1177,2,2,2
"62657",643,1.00312,1,2,2
"62658",643,2.1177,1,2,2
"62659",643,0.71815,2,2,2
"62660",643,1.00312,1,2,2
"62661",643,1.00312,-1,2,2
"62662",643,0.64331,1,2,2
"62663",643,1.00312,1,2,2
"62664",643,1.00312,2,2,2
"62665",643,1.00312,2,2,2
"62666",643,2.06894,1,2,2
"62667",643,0.71815,2,2,2
"62668",643,0.71815,2,2,2
"62669",643,0.89341,2,2,2
"62670",643,1.00312,2,2,2
"62671",643,0.92734,-1,2,2
"62672",643,1.77508,2,2,2
"62673",643,0.79057,3,2,2
"62674",643,0.92734,2,2,2
"62675",643,1.05399,1,2,2
"62676",643,0.92734,2,2,2
"62677",643,1.77508,1,2,2
"62678",643,1.05399,1,2,2
"62679",643,0.68184,1,2,2
"62680",643,0.68024,1,2,2
"62681",643,0.95582,1,2,2
"62682",643,0.68184,1,2,2
"62683",643,0.68024,2,2,2
"62684",643,0.92734,1,2,2
"62685",643,1.05399,2,2,2
"62686",643,0.92734,-1,-5,-5
"62687",643,0.68024,-1,2,2
"62688",643,0.68024,2,2,2
"62689",643,0.68024,2,-1,-1
"62690",643,1.77508,1,-5,-5
"62691",643,0.95582,1,2,2
"62692",643,1.74715,1,2,2
"62693",643,0.92734,1,2,2
"62694",643,1.04143,1,2,2
"62695",643,0.88385,1,2,2
"62696",643,1.04143,2,2,2
"62697",643,0.75779,1,2,2
"62698",643,1.04143,1,2,2
"62699",643,1.04143,-1,2,1
"62700",643,1.04778,1,2,2
"62701",643,0.75779,1,2,2
"62702",643,0.75779,2,2,2
"62703",643,1.04143,2,2,2
"62704",643,1.04778,2,1,2
"62705",643,0.88385,-5,2,2
"62706",643,1.04778,-5,2,2
"62707",643,0.75379,1,2,2
"62708",643,0.75779,-5,2,2
"62709",643,1.37465,1,2,2
"62710",643,1.37465,2,2,2
"62711",643,1.28178,2,2,2
"62712",643,0.72308,2,2,2
"62713",643,0.71741,1,2,2
"62714",643,0.73693,1,2,2
"62715",643,0.71741,1,2,2
"62716",643,1.34988,2,2,2
"62717",643,0.72308,2,2,2
"62718",643,1.28178,2,2,2
"62719",643,0.73693,2,2,2
"62720",643,1.28178,1,2,2
"62721",643,1.37465,1,2,2
"62722",643,0.71741,1,2,2
"62723",643,1.37465,1,2,2
"62724",643,0.72308,1,2,2
"62725",643,0.97502,2,2,2
"62726",643,0.75924,2,2,2
"62727",643,0.94173,3,2,2
"62728",643,2.61091,1,2,2
"62729",643,0.76103,1,2,2
"62730",643,0.76103,-1,2,2
"62731",643,0.76103,-1,2,2
"62732",643,0.75924,1,2,2
"62733",643,1.00214,-1,2,2
"62734",643,1.00214,2,2,2
"62735",643,1.00214,1,2,2
"62736",643,1.0096,3,2,2
"62737",643,2.59877,3,2,2
