"","V2","V258","V231","V232","V233","V239"
"78054",780,1,9,5,8,3
"78055",780,1,10,1,5,2
"78056",780,1,2,2,3,5
"78057",780,1,2,3,8,6
"78058",780,1,1,1,6,8
"78059",780,1,6,6,10,2
"78060",780,1,9,2,7,5
"78061",780,1,6,5,10,5
"78062",780,1,1,1,10,5
"78063",780,1,2,7,8,3
"78064",780,1,1,1,2,6
"78065",780,1,-1,-1,-1,1
"78066",780,1,4,3,5,4
"78067",780,1,6,8,5,8
"78068",780,1,4,3,5,3
"78069",780,1,1,1,10,5
"78070",780,1,1,2,7,6
"78071",780,1,3,4,8,6
"78072",780,1,1,1,5,6
"78073",780,1,1,1,9,4
"78074",780,1,1,10,6,4
"78075",780,1,1,1,10,4
"78076",780,1,8,3,8,6
"78077",780,1,6,5,5,4
"78078",780,1,4,4,6,5
"78079",780,1,10,10,10,5
"78080",780,1,5,7,7,7
"78081",780,1,1,1,2,2
"78082",780,1,5,7,10,4
"78083",780,1,2,10,9,4
"78084",780,1,1,9,5,4
"78085",780,1,8,1,10,6
"78086",780,1,1,1,10,5
"78087",780,1,1,1,10,1
"78088",780,1,9,4,9,4
"78089",780,1,1,1,10,7
"78090",780,1,1,1,1,4
"78091",780,1,1,1,10,-1
"78092",780,1,5,5,3,7
"78093",780,1,5,1,10,9
"78094",780,1,2,8,9,7
"78095",780,1,2,2,3,1
"78096",780,1,4,4,9,7
"78097",780,1,-1,-1,-1,6
"78098",780,1,-1,-1,-1,3
"78099",780,1,5,8,9,5
"78100",780,1,3,3,4,-1
"78101",780,1,1,5,8,7
"78102",780,1,1,1,8,7
"78103",780,1,4,5,5,9
"78104",780,1,9,8,9,9
"78105",780,1,5,5,5,8
"78106",780,1,5,5,5,8
"78107",780,1,8,8,9,9
"78108",780,1,4,5,9,7
"78109",780,1,3,3,9,7
"78110",780,1,5,5,9,8
"78111",780,1,6,1,6,7
"78112",780,1,8,6,8,6
"78113",780,1,4,1,10,6
"78114",780,1,4,3,5,5
"78115",780,1,1,5,5,5
"78116",780,1,1,6,9,6
"78117",780,1,5,3,5,2
"78118",780,1,3,3,5,3
"78119",780,1,5,5,10,5
"78120",780,1,3,1,10,6
"78121",780,1,9,9,9,5
"78122",780,1,4,4,3,8
"78123",780,1,1,1,5,5
"78124",780,1,1,1,5,6
"78125",780,1,1,1,10,5
"78126",780,1,1,3,5,4
"78127",780,1,1,1,1,5
"78128",780,1,1,1,10,5
"78129",780,1,9,10,9,4
"78130",780,1,9,5,7,5
"78131",780,1,8,4,4,3
"78132",780,1,10,10,8,7
"78133",780,1,8,1,3,5
"78134",780,1,1,1,2,5
"78135",780,1,10,3,8,6
"78136",780,1,10,5,10,6
"78137",780,1,10,1,2,4
"78138",780,1,3,3,8,3
"78139",780,1,8,8,7,3
"78140",780,1,3,4,7,4
"78141",780,1,3,8,8,4
"78142",780,1,2,2,3,2
"78143",780,1,1,1,10,-1
"78144",780,1,8,8,8,4
"78145",780,1,8,8,5,9
"78146",780,1,-1,-1,-1,6
"78147",780,1,-1,-1,-1,8
"78148",780,1,2,5,5,6
"78149",780,1,2,2,9,8
"78150",780,1,9,8,9,7
"78151",780,1,2,2,5,7
"78152",780,1,5,2,7,5
"78153",780,1,10,9,9,-1
"78154",780,1,5,3,8,5
"78155",780,1,10,8,10,10
"78156",780,1,5,10,6,8
"78157",780,1,10,9,10,5
"78158",780,1,8,2,7,5
"78159",780,1,9,2,8,5
"78160",780,1,-1,-1,-1,7
"78161",780,1,2,1,8,4
"78162",780,1,9,5,4,5
"78163",780,1,8,8,8,8
"78164",780,1,8,8,7,8
"78165",780,1,9,5,9,8
"78166",780,1,9,1,8,6
"78167",780,1,2,3,8,7
"78168",780,1,9,9,4,6
"78169",780,1,8,3,9,8
"78170",780,1,8,3,8,5
"78171",780,1,2,1,3,7
"78172",780,1,2,2,7,8
"78173",780,1,6,2,3,4
"78174",780,1,5,5,4,5
"78175",780,1,4,2,10,5
"78176",780,1,1,3,5,7
"78177",780,1,8,8,9,8
"78178",780,1,-1,-1,-1,7
"78179",780,1,6,7,5,6
"78180",780,1,5,6,6,6
"78181",780,1,6,6,5,6
"78182",780,1,8,2,6,7
"78183",780,1,9,8,9,10
"78184",780,1,8,9,9,8
"78185",780,1,1,1,6,4
"78186",780,1,5,1,9,7
"78187",780,1,9,8,8,1
"78188",780,1,5,6,9,10
"78189",780,1,4,4,9,7
"78190",780,1,9,9,9,7
"78191",780,1,8,3,9,10
"78192",780,1,3,3,5,5
"78193",780,1,3,1,10,5
"78194",780,1,9,8,10,6
"78195",780,1,3,3,7,5
"78196",780,1,1,1,4,6
"78197",780,1,1,5,4,5
"78198",780,1,2,2,5,3
"78199",780,1,1,1,8,5
"78200",780,1,7,7,10,5
"78201",780,1,1,2,1,3
"78202",780,1,9,8,7,3
"78203",780,1,1,3,8,2
"78204",780,1,1,1,9,6
"78205",780,1,5,9,9,5
"78206",780,1,2,2,9,5
"78207",780,1,6,4,7,5
"78208",780,1,9,2,9,7
"78209",780,1,5,6,7,7
"78210",780,1,5,4,5,6
"78211",780,1,2,2,3,6
"78212",780,1,3,4,5,8
"78213",780,1,6,2,5,6
"78214",780,1,5,1,10,7
"78215",780,1,1,1,5,2
"78216",780,1,7,2,4,7
"78217",780,1,1,6,5,1
"78218",780,1,1,3,2,2
"78219",780,1,1,1,1,1
"78220",780,1,1,8,10,2
"78221",780,1,9,9,10,5
"78222",780,1,1,10,10,2
"78223",780,1,4,1,3,2
"78224",780,1,2,2,5,5
"78225",780,1,9,5,9,3
"78226",780,1,3,2,10,7
"78227",780,1,6,5,6,8
"78228",780,1,8,6,6,6
"78229",780,1,6,2,9,5
"78230",780,1,9,3,9,4
"78231",780,1,9,10,10,8
"78232",780,1,2,6,10,6
"78233",780,1,2,3,2,6
"78234",780,1,1,5,9,1
"78235",780,1,10,5,8,3
"78236",780,1,1,4,9,4
"78237",780,1,6,2,4,6
"78238",780,1,8,2,9,5
"78239",780,1,10,6,10,5
"78240",780,1,6,4,10,8
"78241",780,1,2,2,8,4
"78242",780,1,4,1,3,5
"78243",780,1,6,8,8,2
"78244",780,1,9,5,9,9
"78245",780,1,5,2,10,7
"78246",780,1,10,1,10,5
"78247",780,1,10,6,3,3
"78248",780,1,5,5,7,3
"78249",780,1,1,1,9,5
"78250",780,1,1,1,10,5
"78251",780,1,2,2,5,5
"78252",780,1,4,3,5,4
"78253",780,1,2,2,7,5
"78254",780,1,5,1,8,6
"78255",780,1,8,5,8,6
"78256",780,1,3,2,8,4
"78257",780,1,5,6,7,5
"78258",780,1,2,1,1,5
"78259",780,1,1,1,10,5
"78260",780,1,1,1,10,5
"78261",780,1,1,1,10,5
"78262",780,1,3,3,7,4
"78263",780,1,1,9,6,4
"78264",780,1,1,1,10,5
"78265",780,1,4,4,10,5
"78266",780,1,2,2,9,5
"78267",780,1,8,2,9,2
"78268",780,1,3,3,5,5
"78269",780,1,7,7,6,6
"78270",780,1,1,1,10,3
"78271",780,1,1,1,8,3
"78272",780,1,5,5,5,1
"78273",780,1,5,6,3,3
"78274",780,1,1,1,10,1
"78275",780,1,8,8,8,-1
"78276",780,1,9,4,9,1
"78277",780,1,1,1,6,1
"78278",780,1,2,2,5,1
"78279",780,1,6,1,9,3
"78280",780,1,2,2,9,-1
"78281",780,1,2,2,2,5
"78282",780,1,9,3,6,9
"78283",780,1,2,3,10,5
"78284",780,1,2,3,5,3
"78285",780,1,8,2,8,4
"78286",780,1,1,3,5,7
"78287",780,1,-1,-1,-1,5
"78288",780,1,1,1,10,5
"78289",780,1,10,6,8,3
"78290",780,1,6,4,9,5
"78291",780,1,2,2,9,3
"78292",780,1,2,2,5,4
"78293",780,1,10,1,10,2
"78294",780,1,1,4,4,2
"78295",780,1,10,4,8,1
"78296",780,1,-1,-1,-1,1
"78297",780,1,10,6,7,7
"78298",780,1,9,-1,-1,8
"78299",780,1,1,1,10,5
"78300",780,1,4,4,5,5
"78301",780,1,5,5,4,5
"78302",780,1,1,1,1,1
"78303",780,1,1,1,10,-1
"78304",780,1,1,9,9,8
"78305",780,1,2,2,4,2
"78306",780,1,4,6,8,5
"78307",780,1,7,5,5,7
"78308",780,1,7,5,8,-1
"78309",780,1,1,2,10,5
"78310",780,1,5,1,7,5
"78311",780,1,1,5,10,6
"78312",780,1,1,10,10,5
"78313",780,1,1,1,5,5
"78314",780,1,4,3,10,5
"78315",780,1,1,1,1,5
"78316",780,1,6,1,1,8
"78317",780,1,5,1,1,7
"78318",780,1,-1,-1,-1,5
"78319",780,1,1,1,10,5
"78320",780,1,2,2,8,7
"78321",780,1,2,2,10,5
"78322",780,1,1,1,9,9
"78323",780,1,1,1,7,5
"78324",780,1,2,2,2,5
"78325",780,1,5,1,10,6
"78326",780,1,6,6,4,5
"78327",780,1,1,1,9,6
"78328",780,1,8,9,10,6
"78329",780,1,1,8,10,5
"78330",780,1,1,1,10,5
"78331",780,1,1,1,1,3
"78332",780,1,1,1,10,5
"78333",780,1,1,1,10,3
"78334",780,1,3,3,9,3
"78335",780,1,1,1,3,5
"78336",780,1,1,1,7,5
"78337",780,1,6,4,8,6
"78338",780,1,10,10,8,6
"78339",780,1,1,1,2,1
"78340",780,1,1,2,10,5
"78341",780,1,1,1,4,3
"78342",780,1,10,10,9,5
"78343",780,1,1,1,8,6
"78344",780,1,1,1,5,5
"78345",780,1,4,1,10,5
"78346",780,1,1,1,10,5
"78347",780,1,1,1,10,5
"78348",780,1,7,5,9,6
"78349",780,1,2,2,10,4
"78350",780,1,10,9,10,5
"78351",780,1,3,6,6,6
"78352",780,1,1,5,10,6
"78353",780,1,1,1,10,5
"78354",780,1,9,7,8,7
"78355",780,1,5,5,6,5
"78356",780,1,1,1,9,3
"78357",780,1,10,10,10,1
"78358",780,1,1,1,5,3
"78359",780,1,1,1,10,5
"78360",780,1,5,2,8,6
"78361",780,1,4,4,8,3
"78362",780,1,10,10,10,5
"78363",780,1,1,10,10,5
"78364",780,1,6,6,5,5
"78365",780,1,3,6,10,3
"78366",780,1,1,1,10,1
"78367",780,1,6,6,10,5
"78368",780,1,10,10,10,8
"78369",780,1,1,1,10,8
"78370",780,1,5,5,10,7
"78371",780,1,6,6,1,4
"78372",780,1,1,1,9,4
"78373",780,1,8,6,5,7
"78374",780,1,6,5,7,4
"78375",780,1,3,8,10,4
"78376",780,1,1,1,1,6
"78377",780,1,1,1,10,3
"78378",780,1,6,1,1,8
"78379",780,1,1,10,1,5
"78380",780,1,-1,-1,-1,5
"78381",780,1,5,5,8,-1
"78382",780,1,1,1,7,1
"78383",780,1,1,1,10,7
"78384",780,1,1,1,10,7
"78385",780,1,1,1,1,1
"78386",780,1,1,1,3,5
"78387",780,1,4,4,3,3
"78388",780,1,-1,-1,-1,-1
"78389",780,1,-1,-1,-1,5
"78390",780,1,1,5,9,6
"78391",780,1,1,1,-1,3
"78392",780,1,10,10,10,5
"78393",780,1,6,7,10,1
"78394",780,1,5,1,1,5
"78395",780,1,1,1,10,8
"78396",780,1,7,8,10,7
"78397",780,1,9,1,7,8
"78398",780,1,2,2,9,5
"78399",780,1,8,5,7,3
"78400",780,1,1,1,1,1
"78401",780,1,1,1,1,3
"78402",780,1,10,8,10,6
"78403",780,1,1,1,1,1
"78404",780,1,9,3,1,1
"78405",780,1,1,1,8,4
"78406",780,1,1,1,10,1
"78407",780,1,1,1,1,1
"78408",780,1,1,1,4,5
"78409",780,1,10,1,8,6
"78410",780,1,9,9,9,1
"78411",780,1,9,9,9,1
"78412",780,1,4,6,7,4
"78413",780,1,1,1,6,1
"78414",780,1,1,10,10,3
"78415",780,1,1,1,10,5
"78416",780,1,2,2,4,6
"78417",780,1,10,1,10,6
"78418",780,1,8,8,8,10
"78419",780,1,2,2,5,7
"78420",780,1,1,1,10,7
"78421",780,1,1,1,6,6
"78422",780,1,5,8,3,7
"78423",780,1,6,6,1,5
"78424",780,1,1,1,-1,8
"78425",780,1,1,1,10,3
"78426",780,1,1,1,10,7
"78427",780,1,2,2,3,6
"78428",780,1,10,1,7,3
"78429",780,1,6,8,9,5
"78430",780,1,3,1,7,5
"78431",780,1,-1,-1,-1,8
"78432",780,1,10,5,8,5
"78433",780,1,5,6,5,6
"78434",780,1,10,1,10,10
"78435",780,1,2,2,5,5
"78436",780,1,1,1,10,4
"78437",780,1,2,2,10,9
"78438",780,1,2,1,8,9
"78439",780,1,10,1,10,5
"78440",780,1,5,8,9,7
"78441",780,1,1,10,9,5
"78442",780,1,1,1,1,5
"78443",780,1,10,1,8,1
"78444",780,1,-1,-1,-1,1
"78445",780,1,1,10,10,1
"78446",780,1,1,1,3,3
"78447",780,1,1,1,10,6
"78448",780,1,6,8,10,6
"78449",780,1,8,5,7,7
"78450",780,1,5,5,5,6
"78451",780,1,7,7,7,8
"78452",780,1,9,1,1,6
"78453",780,1,1,1,10,7
"78454",780,1,10,10,10,5
"78455",780,1,3,5,5,3
"78456",780,1,6,6,8,-1
"78457",780,1,-1,-1,-1,3
"78458",780,1,10,1,2,5
"78459",780,1,5,5,10,8
"78460",780,1,1,10,10,7
"78461",780,1,10,7,9,5
"78462",780,1,-1,-1,-1,9
"78463",780,1,10,1,10,-1
"78464",780,1,10,3,8,7
"78465",780,1,-1,-1,-1,8
"78466",780,1,5,1,9,2
"78467",780,1,10,8,9,8
"78468",780,1,1,1,10,5
"78469",780,1,10,10,5,5
"78470",780,1,9,6,8,4
"78471",780,1,10,8,10,5
"78472",780,1,8,4,10,8
"78473",780,1,7,10,10,1
"78474",780,1,5,1,10,1
"78475",780,1,7,6,8,3
"78476",780,1,1,1,10,3
"78477",780,1,5,10,6,1
"78478",780,1,7,1,1,4
"78479",780,1,7,7,10,1
"78480",780,1,10,1,10,1
"78481",780,1,9,5,10,1
"78482",780,1,10,7,6,4
"78483",780,1,10,10,10,6
"78484",780,1,1,1,1,5
"78485",780,1,1,1,7,5
"78486",780,1,7,2,9,6
"78487",780,1,9,3,10,7
"78488",780,1,1,1,5,5
"78489",780,1,1,5,5,2
"78490",780,1,1,1,10,3
"78491",780,1,8,1,10,2
"78492",780,1,4,4,2,5
"78493",780,1,5,3,10,7
"78494",780,1,10,1,9,6
"78495",780,1,10,1,8,7
"78496",780,1,1,1,10,-1
"78497",780,1,1,1,6,5
"78498",780,1,1,1,10,6
"78499",780,1,8,3,5,6
"78500",780,1,1,8,9,1
"78501",780,1,2,3,5,6
"78502",780,1,5,5,5,8
"78503",780,1,1,1,6,5
"78504",780,1,9,10,10,6
"78505",780,1,1,1,-1,7
"78506",780,1,3,3,8,6
"78507",780,1,2,2,7,6
"78508",780,1,9,8,8,6
"78509",780,1,8,7,9,4
"78510",780,1,6,1,9,5
"78511",780,1,-1,-1,-1,3
"78512",780,1,3,8,9,7
"78513",780,1,3,5,10,6
"78514",780,1,1,5,2,5
"78515",780,1,1,1,1,6
"78516",780,1,1,10,10,4
"78517",780,1,10,10,8,5
"78518",780,1,6,6,10,8
"78519",780,1,1,10,10,2
"78520",780,1,10,6,1,10
"78521",780,1,5,1,8,4
"78522",780,1,-1,-1,-1,4
"78523",780,1,4,3,8,7
"78524",780,1,5,5,7,7
"78525",780,1,2,2,1,6
"78526",780,1,-1,-1,-1,7
"78527",780,1,5,5,8,5
"78528",780,1,1,1,6,4
"78529",780,1,2,2,9,8
"78530",780,1,2,2,1,4
"78531",780,1,7,3,8,1
"78532",780,1,2,4,4,7
"78533",780,1,1,2,5,2
"78534",780,1,3,3,6,6
"78535",780,1,9,10,8,8
"78536",780,1,1,1,10,7
"78537",780,1,1,1,2,3
"78538",780,1,2,2,5,4
"78539",780,1,3,3,5,5
"78540",780,1,-1,-1,-1,5
"78541",780,1,2,2,7,6
"78542",780,1,4,4,7,6
"78543",780,1,8,8,7,3
"78544",780,1,-1,-1,-1,1
"78545",780,1,2,2,7,3
"78546",780,1,4,3,10,6
"78547",780,1,10,8,8,6
"78548",780,1,1,3,10,5
"78549",780,1,6,6,10,3
"78550",780,1,1,5,10,5
"78551",780,1,1,1,1,6
"78552",780,1,2,2,5,6
"78553",780,1,-1,-1,-1,6
"78554",780,1,5,5,5,3
"78555",780,1,10,1,10,10
"78556",780,1,1,1,1,-1
"78557",780,1,3,3,2,6
"78558",780,1,1,1,3,7
"78559",780,1,5,2,4,6
"78560",780,1,6,1,10,8
"78561",780,1,-1,-1,-1,3
"78562",780,1,5,2,1,7
"78563",780,1,-1,-1,-1,2
"78564",780,1,5,10,10,5
"78565",780,1,6,1,1,5
"78566",780,1,1,1,7,7
"78567",780,1,5,1,3,1
"78568",780,1,1,1,5,2
"78569",780,1,-1,-1,-1,-1
"78570",780,1,5,6,8,5
"78571",780,1,1,1,10,4
"78572",780,1,1,1,5,5
"78573",780,1,4,3,7,6
"78574",780,1,5,7,10,5
"78575",780,1,10,1,10,6
"78576",780,1,5,4,7,4
"78577",780,1,5,5,7,5
"78578",780,1,9,2,4,5
"78579",780,1,6,1,7,5
"78580",780,1,1,1,5,1
"78581",780,1,3,3,7,2
"78582",780,1,1,1,1,5
"78583",780,1,1,5,5,9
"78584",780,1,-1,-1,-1,8
"78585",780,1,5,5,10,5
"78586",780,1,5,1,10,8
"78587",780,1,7,2,10,6
"78588",780,1,-1,-1,-1,3
"78589",780,1,9,5,7,5
"78590",780,1,-1,-1,-1,6
"78591",780,1,-1,-1,-1,4
"78592",780,1,1,1,10,7
"78593",780,1,10,8,8,4
"78594",780,1,1,5,9,5
"78595",780,1,10,1,6,5
"78596",780,1,1,1,7,6
"78597",780,1,1,1,10,6
"78598",780,1,1,5,9,5
"78599",780,1,-1,-1,-1,1
"78600",780,1,1,6,10,5
"78601",780,1,8,1,10,5
"78602",780,1,1,1,10,6
"78603",780,1,1,1,5,1
"78604",780,1,1,1,1,-1
"78605",780,1,10,5,10,5
"78606",780,1,1,1,10,8
"78607",780,1,8,7,7,1
"78608",780,1,1,1,10,5
"78609",780,1,1,1,5,1
"78610",780,1,8,8,6,6
"78611",780,1,1,10,6,6
"78612",780,1,8,2,2,5
"78613",780,1,4,4,6,5
"78614",780,1,3,4,5,8
"78615",780,1,6,7,7,8
"78616",780,1,1,1,4,2
"78617",780,1,2,8,8,4
"78618",780,1,1,1,1,2
"78619",780,1,1,1,10,5
"78620",780,1,3,4,5,4
"78621",780,1,1,1,1,10
"78622",780,1,2,2,7,4
"78623",780,1,3,3,8,3
"78624",780,1,2,2,10,8
"78625",780,1,-1,-1,-1,3
"78626",780,1,2,8,8,4
"78627",780,1,5,8,3,7
"78628",780,1,2,2,2,6
"78629",780,1,1,1,5,3
"78630",780,1,2,5,5,7
"78631",780,1,10,7,10,6
"78632",780,1,1,10,10,5
"78633",780,1,10,5,10,4
"78634",780,1,10,2,10,7
"78635",780,1,7,4,6,6
"78636",780,1,1,5,10,7
"78637",780,1,1,1,3,7
"78638",780,1,2,3,5,5
"78639",780,1,1,1,10,8
"78640",780,1,-1,-1,-1,5
"78641",780,1,1,1,5,8
"78642",780,1,3,3,7,2
"78643",780,1,6,10,10,5
"78644",780,1,3,5,7,4
"78645",780,1,6,1,10,5
"78646",780,1,1,1,10,5
"78647",780,1,10,10,10,-1
"78648",780,1,1,2,6,4
"78649",780,1,8,3,7,2
"78650",780,1,3,4,7,7
"78651",780,1,3,3,4,5
"78652",780,1,3,2,5,5
"78653",780,1,9,1,10,6
"78654",780,1,3,4,6,6
"78655",780,1,6,2,9,1
"78656",780,1,1,1,8,8
"78657",780,1,5,4,7,7
"78658",780,1,2,2,10,5
"78659",780,1,5,1,4,1
"78660",780,1,-1,-1,-1,1
"78661",780,1,1,10,10,5
"78662",780,1,7,10,10,5
"78663",780,1,2,2,8,2
"78664",780,1,8,3,8,7
"78665",780,1,5,4,4,6
"78666",780,1,10,10,10,8
"78667",780,1,-1,-1,-1,5
"78668",780,1,5,10,5,7
"78669",780,1,5,7,7,7
"78670",780,1,5,5,9,7
"78671",780,1,1,1,1,3
"78672",780,1,1,1,5,6
"78673",780,1,1,1,10,6
"78674",780,1,6,6,7,8
"78675",780,1,1,1,9,5
"78676",780,1,2,2,6,5
"78677",780,1,2,7,7,7
"78678",780,1,10,8,9,3
"78679",780,1,1,10,10,5
"78680",780,1,6,1,10,5
"78681",780,1,2,1,8,4
"78682",780,1,1,8,8,7
"78683",780,1,-1,-1,-1,4
"78684",780,1,2,2,8,5
"78685",780,1,10,1,7,5
"78686",780,1,5,2,2,7
"78687",780,1,5,7,9,6
"78688",780,1,-1,-1,-1,3
"78689",780,1,5,1,5,7
"78690",780,1,10,1,10,8
"78691",780,1,5,1,1,4
"78692",780,1,9,10,10,6
"78693",780,1,9,2,9,7
"78694",780,1,1,1,4,6
"78695",780,1,2,5,8,8
"78696",780,1,6,4,6,4
"78697",780,1,5,1,10,5
"78698",780,1,9,9,9,7
"78699",780,1,2,2,7,8
"78700",780,1,1,1,8,3
"78701",780,1,5,1,7,2
"78702",780,1,1,1,10,7
"78703",780,1,-1,-1,-1,7
"78704",780,1,3,3,6,5
"78705",780,1,10,9,10,5
"78706",780,1,5,1,4,2
"78707",780,1,1,1,10,4
"78708",780,1,9,6,7,5
"78709",780,1,-1,-1,-1,4
"78710",780,1,5,5,5,3
"78711",780,1,1,1,2,2
"78712",780,1,1,1,10,2
"78713",780,1,1,1,10,4
"78714",780,1,5,1,6,1
"78715",780,1,1,1,5,5
"78716",780,1,8,6,7,4
"78717",780,1,7,8,5,5
"78718",780,1,5,5,6,5
"78719",780,1,1,2,9,8
"78720",780,1,2,3,9,4
"78721",780,1,1,5,10,5
"78722",780,1,3,3,10,7
"78723",780,1,2,2,8,8
"78724",780,1,6,2,7,8
"78725",780,1,2,2,8,7
"78726",780,1,6,1,7,6
"78727",780,1,6,1,9,4
"78728",780,1,5,2,10,5
"78729",780,1,3,2,5,6
"78730",780,1,6,7,9,7
"78731",780,1,1,5,10,4
"78732",780,1,5,2,10,4
"78733",780,1,-1,-1,-1,8
"78734",780,1,3,1,4,5
"78735",780,1,3,3,5,7
"78736",780,1,1,1,8,2
"78737",780,1,5,1,10,3
"78738",780,1,-1,-1,-1,5
"78739",780,1,6,5,8,5
"78740",780,1,1,4,10,2
"78741",780,1,1,1,4,5
"78742",780,1,2,2,6,5
"78743",780,1,1,1,5,3
"78744",780,1,1,8,10,8
"78745",780,1,5,5,8,7
"78746",780,1,6,1,10,5
"78747",780,1,5,3,3,6
"78748",780,1,3,10,10,8
"78749",780,1,5,1,10,8
"78750",780,1,1,1,10,8
"78751",780,1,6,10,1,4
"78752",780,1,4,2,9,6
"78753",780,1,5,1,3,4
"78754",780,1,9,10,5,3
"78755",780,1,1,1,10,5
"78756",780,1,1,4,8,6
"78757",780,1,5,6,10,5
"78758",780,1,5,5,10,4
"78759",780,1,1,1,10,7
"78760",780,1,9,2,9,5
"78761",780,1,1,1,7,7
"78762",780,1,2,2,2,4
"78763",780,1,5,2,10,5
"78764",780,1,1,1,5,8
"78765",780,1,8,1,1,6
"78766",780,1,1,1,7,7
"78767",780,1,1,1,10,-1
"78768",780,1,7,3,9,6
"78769",780,1,1,1,3,7
"78770",780,1,1,1,7,7
"78771",780,1,1,2,4,3
"78772",780,1,6,1,10,5
"78773",780,1,6,6,5,10
"78774",780,1,-1,-1,-1,6
"78775",780,1,-1,-1,-1,4
"78776",780,1,1,1,10,1
"78777",780,1,2,9,9,5
"78778",780,1,6,6,10,6
"78779",780,1,2,2,10,5
"78780",780,1,5,10,10,7
"78781",780,1,1,1,4,6
"78782",780,1,5,1,1,4
"78783",780,1,5,1,5,6
"78784",780,1,-1,-1,-1,-1
"78785",780,1,1,1,9,5
"78786",780,1,2,2,9,6
"78787",780,1,1,2,3,5
"78788",780,1,10,10,10,10
"78789",780,1,10,1,5,2
"78790",780,1,1,9,7,4
"78791",780,1,1,1,3,4
"78792",780,1,5,3,8,6
"78793",780,1,5,7,7,9
"78794",780,1,2,2,10,5
"78795",780,1,4,1,6,7
"78796",780,1,7,4,9,6
"78797",780,1,2,1,8,4
"78798",780,1,8,8,9,6
"78799",780,1,1,2,4,7
"78800",780,1,3,3,8,6
"78801",780,1,5,5,6,6
"78802",780,1,7,1,5,8
"78803",780,1,5,7,7,6
"78804",780,1,2,1,9,5
"78805",780,1,3,6,8,8
"78806",780,1,6,1,10,6
"78807",780,1,1,1,5,4
"78808",780,1,1,1,1,4
"78809",788,1,-3,-3,-3,4
"78810",788,1,-3,-3,-3,-1
"78811",788,1,-1,-1,-1,8
"78812",788,1,1,1,1,3
"78813",788,1,-3,-3,-3,5
"78814",788,1,2,3,8,6
"78815",788,1,1,1,8,8
"78816",788,1,-3,-3,-3,6
"78817",788,1,-3,-3,-3,6
"78818",788,1,7,2,3,6
"78819",788,1,-3,-3,-3,3
"78820",788,1,6,6,8,5
"78821",788,1,10,10,1,8
"78822",788,1,10,10,10,7
"78823",788,1,-3,-3,-3,6
"78824",788,1,1,1,10,2
"78825",788,1,-3,-3,-3,2
"78826",788,1,1,1,5,-1
"78827",788,1,2,2,2,5
"78828",788,1,-3,-3,-3,-1
"78829",788,1,-3,-3,-3,1
"78830",788,1,-3,-3,-3,5
"78831",788,1,-3,-3,-3,4
"78832",788,1,1,10,1,2
"78833",788,1,-3,-3,-3,-1
"78834",788,1,1,1,1,5
"78835",788,1,2,2,2,1
"78836",788,1,1,1,1,5
"78837",788,1,-3,-3,-3,5
"78838",788,1,1,1,10,4
"78839",788,1,10,10,10,4
"78840",788,1,-3,-3,-3,5
"78841",788,1,-3,-3,-3,6
"78842",788,1,7,5,5,7
"78843",788,1,-3,-3,-3,5
"78844",788,1,8,8,6,8
"78845",788,1,-3,-3,-3,6
"78846",788,1,1,1,10,6
"78847",788,1,1,6,8,5
"78848",788,1,6,6,10,6
"78849",788,1,2,2,3,4
"78850",788,1,-3,-3,-3,5
"78851",788,1,1,6,3,5
"78852",788,1,-3,-3,-3,7
"78853",788,1,3,1,5,4
"78854",788,1,10,7,6,8
"78855",788,1,-1,-1,-1,5
"78856",788,1,1,1,1,4
"78857",788,1,1,1,4,5
"78858",788,1,-1,-1,-1,6
"78859",788,1,1,1,10,5
"78860",788,1,-1,-1,-1,5
"78861",788,1,-3,-3,-3,8
"78862",788,1,1,1,7,5
"78863",788,1,3,3,1,5
"78864",788,1,2,5,5,5
"78865",788,1,2,6,9,7
"78866",788,1,4,2,3,4
"78867",788,1,-3,-3,-3,7
"78868",788,1,-3,-3,-3,6
"78869",788,1,6,4,7,7
"78870",788,1,3,3,8,6
"78871",788,1,-3,-3,-3,8
"78872",788,1,3,3,9,6
"78873",788,1,6,6,6,6
"78874",788,1,5,5,5,7
"78875",788,1,-3,-3,-3,8
"78876",788,1,-3,-3,-3,5
"78877",788,1,1,3,5,6
"78878",788,1,-3,-3,-3,6
"78879",788,1,10,9,5,5
"78880",788,1,1,1,10,5
"78881",788,1,5,5,5,4
"78882",788,1,-3,-3,-3,5
"78883",788,1,-3,-3,-3,5
"78884",788,1,-3,-3,-3,5
"78885",788,1,-3,-3,-3,5
"78886",788,1,3,2,10,8
"78887",788,1,-1,-1,-1,6
"78888",788,1,-3,-3,-3,5
"78889",788,1,-3,-3,-3,9
"78890",788,1,8,8,7,7
"78891",788,1,1,1,1,7
"78892",788,1,8,2,3,6
"78893",788,1,3,5,5,4
"78894",788,1,3,3,4,7
"78895",788,1,-3,-3,-3,7
"78896",788,1,5,5,6,6
"78897",788,1,1,2,5,5
"78898",788,1,-3,-3,-3,7
"78899",788,1,-3,-3,-3,7
"78900",788,1,1,1,1,4
"78901",788,1,1,1,4,4
"78902",788,1,-1,-1,-1,3
"78903",788,1,1,9,10,4
"78904",788,1,1,9,8,6
"78905",788,1,1,1,10,10
"78906",788,1,8,3,4,2
"78907",788,1,1,1,1,4
"78908",788,1,1,1,10,1
